original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,group_no
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49782,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8702772259712219,0.1297227740287781,"When a violation of pre-shooting guidelines a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7253739833831787,0.2746260166168213,49783,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49784,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film",0,0.9230424761772156,0.07695752382278442,"When a violation of pre-shooting guidelines a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.8179028630256653,0.1820971369743347,49785,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49786,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49787,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film",0,0.9355306625366211,0.0644693374633789,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film , that's a sign .",0,0.8744732737541199,0.1255267262458801,49788,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49789,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49790,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49791,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49792,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film",0,0.910042405128479,0.089957594871521,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film , that's a sign .",0,0.8560606837272644,0.1439393162727356,49793,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film",0,0.8238637447357178,0.1761362552642822,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film , that's a sign .",0,0.8252881765365601,0.1747118234634399,49795,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49796,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film",0,0.6993511319160461,0.3006488680839539,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film , that's a sign .",0,0.7268924117088318,0.2731075882911682,49797,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film",0,0.5373938083648682,0.4626061916351318,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film , that's a sign .",0,0.5358579754829407,0.4641420245170593,49798,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49799,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film",0,0.8524385094642639,0.1475614905357361,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film , that's a sign .",0,0.8820183873176575,0.1179816126823425,49800,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49803,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product",0,0.9155811071395874,0.0844188928604126,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product , that's a sign .",0,0.839402437210083,0.160597562789917,49804,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49805,382
"When a violation of pre-shooting guidelines , that's a sign .",0,0.9878867864608765,0.01211321353912354,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a violation of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",0,0.7416360974311829,0.2583639025688171,49806,382
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49807,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49808,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director comes up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.7106946706771851,0.2893053293228149,"When a set of pre-shooting guidelines a director comes up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.09270745515823364,0.9072925448417664,49809,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49810,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49811,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8702772259712219,0.1297227740287781,"When a set of pre-shooting guidelines a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1011508107185364,0.8988491892814636,49812,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his films turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8963691592216492,0.1036308407783508,"When a set of pre-shooting guidelines a director came up with for his films turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1216135025024414,0.8783864974975586,49813,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49814,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film",0,0.9230424761772156,0.07695752382278442,"When a set of pre-shooting guidelines a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1938754320144653,0.8061245679855347,49815,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49816,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49817,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film",0,0.9355306625366211,0.0644693374633789,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film , that's a sign .",1,0.2737032175064087,0.7262967824935913,49818,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be simpler , better written and of considerable more interest than the finished film",0,0.957991361618042,0.04200863838195801,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be simpler , better written and of considerable more interest than the finished film , that's a sign .",1,0.4485265612602234,0.5514734387397766,49819,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49820,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49821,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49822,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49824,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film",0,0.910042405128479,0.089957594871521,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film , that's a sign .",1,0.1571454405784607,0.8428545594215393,49825,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film",0,0.8238637447357178,0.1761362552642822,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film , that's a sign .",1,0.1161261796951294,0.8838738203048706,49827,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49828,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film",0,0.6993511319160461,0.3006488680839539,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film , that's a sign .",1,0.09139025211334229,0.9086097478866577,49829,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film",0,0.5373938083648682,0.4626061916351318,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film , that's a sign .",1,0.06152516603469849,0.9384748339653015,49830,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more length than the finished film",0,0.8723543882369995,0.1276456117630005,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more length than the finished film , that's a sign .",1,0.2301071882247925,0.7698928117752075,49831,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49832,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film",0,0.8524385094642639,0.1475614905357361,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film , that's a sign .",1,0.2190585136413574,0.7809414863586426,49834,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49836,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product",0,0.9155811071395874,0.0844188928604126,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product , that's a sign .",1,0.1835731267929077,0.8164268732070923,49837,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49838,383
"When a set of pre-shooting guidelines , that's a sign .",0,0.9715132713317871,0.02848672866821289,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1072274446487427,0.8927725553512573,49839,383
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a script came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.9625605344772339,0.03743946552276611,"When a set of pre-shooting happens a script came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.4952431917190552,0.5047568082809448,49840,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a plan came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.9350012540817261,0.06499874591827393,"When a set of pre-shooting happens a plan came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1643003225326538,0.8356996774673462,49841,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49842,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director coming up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.7483998537063599,0.2516001462936401,"When a set of pre-shooting happens a director coming up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.04947113990783691,0.9505288600921631,49843,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49844,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director come up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8035269379615784,0.1964730620384216,"When a set of pre-shooting happens a director come up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.05527365207672119,0.9447263479232788,49845,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49846,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8702772259712219,0.1297227740287781,"When a set of pre-shooting happens a director came up with for his film turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07683807611465454,0.9231619238853455,49847,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49848,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film",0,0.9230424761772156,0.07695752382278442,"When a set of pre-shooting happens a director came up with for his actors turned out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.1491825580596924,0.8508174419403076,49849,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49850,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49851,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film",0,0.9355306625366211,0.0644693374633789,"When a set of pre-shooting happens a director came up with for his actors turns out to be better , better written and of considerable more interest than the finished film , that's a sign .",1,0.1506291627883911,0.8493708372116089,49852,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49853,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49854,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49855,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49856,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film",0,0.910042405128479,0.089957594871521,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of much more interest than the finished film , that's a sign .",1,0.1029608249664307,0.8970391750335693,49857,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film",0,0.8238637447357178,0.1761362552642822,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of even more interest than the finished film , that's a sign .",1,0.07485395669937134,0.9251460433006287,49859,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49860,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film",0,0.6993511319160461,0.3006488680839539,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more substance than the finished film , that's a sign .",1,0.0629570484161377,0.9370429515838623,49861,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film",0,0.5373938083648682,0.4626061916351318,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more quality than the finished film , that's a sign .",1,0.04248028993606567,0.9575197100639343,49862,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49863,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film",0,0.8524385094642639,0.1475614905357361,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the actual film , that's a sign .",1,0.1166075468063354,0.8833924531936646,49865,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film",0,0.8520316481590271,0.1479683518409729,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a sign .",1,0.07191413640975952,0.9280858635902405,49866,384
"When a set of pre-shooting happens , that's a sign .",0,0.8916035294532776,0.1083964705467224,"a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product",0,0.9155811071395874,0.0844188928604126,"When a set of pre-shooting happens a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished product , that's a sign .",1,0.09234559535980225,0.9076544046401978,49867,384
