original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's news report .",0,0.600764811,0.399235189,38465,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.514818013,0.485181987,38466,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather forecast .",0,0.514098287,0.485901713,38467,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise .",1,0.400548518,0.599451482,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.514818013,0.485181987,38468,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.428177476,0.571822524,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",0,0.580771267,0.419228733,38471,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.373815715,0.626184285,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.486467719,0.513532281,38476,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.373815715,0.626184285,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.486467719,0.513532281,38477,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.373815715,0.626184285,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",1,0.486467719,0.513532281,38479,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.52124387,0.47875613,38481,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.52124387,0.47875613,38482,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.52124387,0.47875613,38484,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",0,0.507052302,0.492947698,38485,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.52124387,0.47875613,38486,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.350050747,0.649949253,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , shot with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.52124387,0.47875613,38487,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns are no more surprise .",1,0.113227129,0.886772871,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",1,0.231611967,0.768388033,38490,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise .",1,0.16910547,0.83089453,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",1,0.273869276,0.726130724,38495,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise .",1,0.16910547,0.83089453,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise than yesterday's news report .",1,0.344601095,0.655398905,38496,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise .",1,0.16910547,0.83089453,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",1,0.273869276,0.726130724,38497,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise .",1,0.16910547,0.83089453,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather forecast .",1,0.2847507,0.7152493,38498,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise .",1,0.16910547,0.83089453,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",1,0.273869276,0.726130724,38499,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more surprise .",1,0.165509105,0.834490895,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",1,0.29481864,0.70518136,38502,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.217167616,0.782832384,38507,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.217167616,0.782832384,38508,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's news report .",1,0.27201283,0.72798717,38509,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.217167616,0.782832384,38510,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",1,0.217731535,0.782268465,38511,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.217167616,0.782832384,38512,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense .",1,0.115281224,0.884718776,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp precision ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",1,0.217167616,0.782832384,38513,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than today 's weather report,1,0.276318491,0.723681509,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than today's weather report .",1,0.412628055,0.587371945,38540,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.492356658,0.507643342,38541,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.492356658,0.507643342,38542,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's news report .",0,0.572127104,0.427872896,38543,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.492356658,0.507643342,38544,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's weather forecast .",1,0.472752869,0.527247131,38545,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise .",1,0.264774442,0.735225558,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.492356658,0.507643342,38546,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than today 's weather report,1,0.276318491,0.723681509,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than today's weather report .",0,0.560195386,0.439804614,38547,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.641164601,0.358835399,38548,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.641164601,0.358835399,38549,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's news report .",0,0.709317267,0.290682733,38550,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.641164601,0.358835399,38551,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's weather forecast .",0,0.631997406,0.368002594,38552,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise .",1,0.444730878,0.555269122,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns offer no more surprise than yesterday's weather report .",0,0.641164601,0.358835399,38553,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise .",1,0.393465817,0.606534183,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0,0.573919773,0.426080227,38555,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise .",1,0.393465817,0.606534183,than yesterday 's news report,1,0.404551148,0.595448852,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise than yesterday's news report .",0,0.643203676,0.356796324,38556,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise .",1,0.393465817,0.606534183,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0,0.573919773,0.426080227,38557,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise .",1,0.393465817,0.606534183,than yesterday 's weather forecast,1,0.251714289,0.748285711,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise than yesterday's weather forecast .",0,0.555276632,0.444723368,38558,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise .",1,0.393465817,0.606534183,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0,0.573919773,0.426080227,38559,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense .",1,0.280985534,0.719014466,than today 's weather report,1,0.276318491,0.723681509,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense than today's weather report .",1,0.45223701,0.54776299,38560,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense .",1,0.280985534,0.719014466,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.568033397,0.431966603,38561,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense .",1,0.280985534,0.719014466,than yesterday 's weather report,1,0.310785115,0.689214885,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and can be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.568033397,0.431966603,38563,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
