context,origin,origin_ans,new,new_ans,answers,origin_result,result,origin_token,replaced_token
"On May 3, 1901, downtown Jacksonville was ravaged by a fire that started as a kitchen fire. Spanish moss at a nearby mattress factory was quickly engulfed in flames and enabling the fire to spread rapidly. In just eight hours, it swept through 146 city blocks, destroyed over 2,000 buildings, left about 10,000 homeless and killed 7 residents. The Confederate Monument in Hemming Park was one of the only landmarks to survive the fire. Governor Jennings declare martial law and sent the state militia to maintain order. On May 17 municipal authority resumed in Jacksonville. It is said the glow from the flames could be seen in Savannah, Georgia, and the smoke plumes seen in Raleigh, North Carolina. Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States. Architect Henry John Klutho was a primary figure in the reconstruction of the city. The first multi-story structure built by Klutho was the Dyal-Upchurch Building in 1902. The St. James Building, built on the previous site of the St. James Hotel that burned down, was built in 1912 as Klutho's crowning achievement.",What architect was prominent in Jacksonville prior to the fire ?,,What architect was prominent in Jacksonville prior to the firing ?,Architect Henry John Klutho,[],1,0,fire,firing
"On May 3, 1901, downtown Jacksonville was ravaged by a fire that started as a kitchen fire. Spanish moss at a nearby mattress factory was quickly engulfed in flames and enabling the fire to spread rapidly. In just eight hours, it swept through 146 city blocks, destroyed over 2,000 buildings, left about 10,000 homeless and killed 7 residents. The Confederate Monument in Hemming Park was one of the only landmarks to survive the fire. Governor Jennings declare martial law and sent the state militia to maintain order. On May 17 municipal authority resumed in Jacksonville. It is said the glow from the flames could be seen in Savannah, Georgia, and the smoke plumes seen in Raleigh, North Carolina. Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States. Architect Henry John Klutho was a primary figure in the reconstruction of the city. The first multi-story structure built by Klutho was the Dyal-Upchurch Building in 1902. The St. James Building, built on the previous site of the St. James Hotel that burned down, was built in 1912 as Klutho's crowning achievement.",What architect was prominent in Jacksonville prior to the fire ?,,What architect was prominent in Jacksonville prior to the blast ?,Architect Henry John Klutho,[],1,0,fire,blast
"On May 3, 1901, downtown Jacksonville was ravaged by a fire that started as a kitchen fire. Spanish moss at a nearby mattress factory was quickly engulfed in flames and enabling the fire to spread rapidly. In just eight hours, it swept through 146 city blocks, destroyed over 2,000 buildings, left about 10,000 homeless and killed 7 residents. The Confederate Monument in Hemming Park was one of the only landmarks to survive the fire. Governor Jennings declare martial law and sent the state militia to maintain order. On May 17 municipal authority resumed in Jacksonville. It is said the glow from the flames could be seen in Savannah, Georgia, and the smoke plumes seen in Raleigh, North Carolina. Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States. Architect Henry John Klutho was a primary figure in the reconstruction of the city. The first multi-story structure built by Klutho was the Dyal-Upchurch Building in 1902. The St. James Building, built on the previous site of the St. James Hotel that burned down, was built in 1912 as Klutho's crowning achievement.",What architect was prominent in Jacksonville prior to the fire ?,,What architect was prominent in Jacksonville prior to the flaming ?,Architect Henry John Klutho,[],1,0,fire,flaming
"On May 3, 1901, downtown Jacksonville was ravaged by a fire that started as a kitchen fire. Spanish moss at a nearby mattress factory was quickly engulfed in flames and enabling the fire to spread rapidly. In just eight hours, it swept through 146 city blocks, destroyed over 2,000 buildings, left about 10,000 homeless and killed 7 residents. The Confederate Monument in Hemming Park was one of the only landmarks to survive the fire. Governor Jennings declare martial law and sent the state militia to maintain order. On May 17 municipal authority resumed in Jacksonville. It is said the glow from the flames could be seen in Savannah, Georgia, and the smoke plumes seen in Raleigh, North Carolina. Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States. Architect Henry John Klutho was a primary figure in the reconstruction of the city. The first multi-story structure built by Klutho was the Dyal-Upchurch Building in 1902. The St. James Building, built on the previous site of the St. James Hotel that burned down, was built in 1912 as Klutho's crowning achievement.",What architect was prominent in Jacksonville prior to the fire ?,,What architect was prominent in Jacksonville prior to the attack ?,Architect Henry John Klutho,[],1,0,fire,attack
"In the 1910s, New York–based filmmakers were attracted to Jacksonville's warm climate, exotic locations, excellent rail access, and cheap labor. Over the course of the decade, more than 30 silent film studios were established, earning Jacksonville the title of ""Winter Film Capital of the World"". However, the emergence of Hollywood as a major film production center ended the city's film industry. One converted movie studio site, Norman Studios, remains in Arlington; It has been converted to the Jacksonville Silent Film Museum at Norman Studios.",What former studio in Jacksonville has been converted to a modern film Museum ?,,What onetime studio in Jacksonville has been converted to a modern film Museum ?,Norman Studios,[],1,0,former,onetime
"In the 1910s, New York–based filmmakers were attracted to Jacksonville's warm climate, exotic locations, excellent rail access, and cheap labor. Over the course of the decade, more than 30 silent film studios were established, earning Jacksonville the title of ""Winter Film Capital of the World"". However, the emergence of Hollywood as a major film production center ended the city's film industry. One converted movie studio site, Norman Studios, remains in Arlington; It has been converted to the Jacksonville Silent Film Museum at Norman Studios.",What former studio in Jacksonville has been converted to a modern film Museum ?,,What erstwhile studio in Jacksonville has been converted to a modern film Museum ?,Norman Studios,[],1,0,former,erstwhile
"Much of the city's tax base dissipated, leading to problems with funding education, sanitation, and traffic control within the city limits. In addition, residents in unincorporated suburbs had difficulty obtaining municipal services, such as sewage and building code enforcement. In 1958, a study recommended that the city of Jacksonville begin annexing outlying communities in order to create the needed tax base to improve services throughout the county. Voters outside the city limits rejected annexation plans in six referendums between 1960 and 1965.",What was the cause for the issues with city funding ?,tax base dissipated,What was the cause for the issues with city financing ?,"Much of the city's tax base dissipated,","[""Much of the city's tax base dissipated"", 'tax base dissipated']",1,0,funding,financing
"Much of the city's tax base dissipated, leading to problems with funding education, sanitation, and traffic control within the city limits. In addition, residents in unincorporated suburbs had difficulty obtaining municipal services, such as sewage and building code enforcement. In 1958, a study recommended that the city of Jacksonville begin annexing outlying communities in order to create the needed tax base to improve services throughout the county. Voters outside the city limits rejected annexation plans in six referendums between 1960 and 1965.",What was the cause for the issues with city funding ?,tax base dissipated,What was the cause for the issues with city support ?,"Much of the city's tax base dissipated,","[""Much of the city's tax base dissipated"", 'tax base dissipated']",1,0,funding,support
"Like much of the south Atlantic region of the United States, Jacksonville has a humid subtropical climate (Köppen Cfa), with mild weather during winters and hot and humid weather during summers. Seasonal rainfall is concentrated in the warmest months from May through September, while the driest months are from November through April. Due to Jacksonville's low latitude and coastal location, the city sees very little cold weather, and winters are typically mild and sunny. Summers can be hot and wet, and summer thunderstorms with torrential but brief downpours are common.",Was city has a tropical climate ?,,Was city has a tropic climate ?,Jacksonville has a humid subtropical climate,[],1,0,tropical,tropic
"Jacksonville has suffered less damage from hurricanes than most other east coast cities, although the threat does exist for a direct hit by a major hurricane. The city has only received one direct hit from a hurricane since 1871; however, Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean, or passing to the north or south in the Atlantic and brushing past the area. The strongest effect on Jacksonville was from Hurricane Dora in 1964, the only recorded storm to hit the First Coast with sustained hurricane-force winds. The eye crossed St. Augustine with winds that had just barely diminished to 110 mph (180 km/h), making it a strong Category 2 on the Saffir-Simpson Scale. Jacksonville also suffered damage from 2008's Tropical Storm Fay which crisscrossed the state, bringing parts of Jacksonville under darkness for four days. Similarly, four years prior to this, Jacksonville was inundated by Hurricane Frances and Hurricane Jeanne, which made landfall south of the area. These tropical cyclones were the costliest indirect hits to Jacksonville. Hurricane Floyd in 1999 caused damage mainly to Jacksonville Beach. During Floyd, the Jacksonville Beach pier was severely damaged, and later demolished. The rebuilt pier was later damaged by Fay, but not destroyed. Tropical Storm Bonnie would cause minor damage in 2004, spawning a minor tornado in the process. On May 28, 2012, Jacksonville was hit by Tropical Storm Beryl, packing winds up to 70 miles per hour (113 km/h) which made landfall near Jacksonville Beach.",What P or was damaged during the 2008 tropical storm Fay ?,,What P or was damaged during the 2008 tropic storm Fay ?,Jacksonville also suffered damage,[],1,0,tropical,tropic
"According to PolitiFact the top 400 richest Americans ""have more wealth than half of all Americans combined."" According to the New York Times on July 22, 2014, the ""richest 1 percent in the United States now own more wealth than the bottom 90 percent"". Inherited wealth may help explain why many Americans who have become rich may have had a ""substantial head start"". In September 2012, according to the Institute for Policy Studies, ""over 60 percent"" of the Forbes richest 400 Americans ""grew up in substantial privilege"".",What is considered as a potential advantage for wealth for some Americans ?,Inherited wealth,What is considered as a potential advantage for rich for some Americans ?,"Inherited wealth may help explain why many Americans who have become rich may have had a ""substantial head start"".","['Inherited wealth', 'Inherited wealth', 'Inherited wealth']",1,0,wealth,rich
"According to PolitiFact the top 400 richest Americans ""have more wealth than half of all Americans combined."" According to the New York Times on July 22, 2014, the ""richest 1 percent in the United States now own more wealth than the bottom 90 percent"". Inherited wealth may help explain why many Americans who have become rich may have had a ""substantial head start"". In September 2012, according to the Institute for Policy Studies, ""over 60 percent"" of the Forbes richest 400 Americans ""grew up in substantial privilege"".",What do the top 400 richest Americans have more of than half of all Americans combined ?,wealth,What do the top 400 fattest Americans have more of than half of all Americans combined ?,,"['wealth', 'wealth', 'wealth']",1,0,richest,fattest
"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What does the substitution of equipment for labor raise for workers ?,productivity,What does the substitution of equipment for Labor raise for workers ?,productivity of each worker,"['productivity', 'organic composition of capital', 'productivity']",1,0,labor,Labor
"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What does the substitution of equipment for labor raise for workers ?,productivity,What does the substitution of equipment for Labour raise for workers ?,productivity of each worker,"['productivity', 'organic composition of capital', 'productivity']",1,0,labor,Labour
"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What does the substitution of equipment for labor raise for workers ?,productivity,What does the substitution of equipment for labour raise for workers ?,productivity of each worker,"['productivity', 'organic composition of capital', 'productivity']",1,0,labor,labour
"In Marxian analysis, capitalist firms increasingly substitute capital equipment for labor inputs (workers) under competitive pressure to reduce costs and maximize profits. Over the long-term, this trend increases the organic composition of capital, meaning that less workers are required in proportion to capital inputs, increasing unemployment (the ""reserve army of labour""). This process exerts a downward pressure on wages. The substitution of capital equipment for labor (mechanization and automation) raises the productivity of each worker, resulting in a situation of relatively stagnant wages for the working class amidst rising levels of property income for the capitalist class.",What does the substitution of equipment for labor raise for workers ?,productivity,What does the substitution of equipment for labor rise for workers ?,productivity of each worker,"['productivity', 'organic composition of capital', 'productivity']",1,0,raise,rise
"In a purely capitalist mode of production (i.e. where professional and labor organizations cannot limit the number of workers) the workers wages will not be controlled by these organizations, or by the employer, but rather by the market. Wages work in the same way as prices for any other good. Thus, wages can be considered as a function of market price of skill. And therefore, inequality is driven by this price. Under the law of supply and demand, the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker. ""On the other hand, markets can also concentrate wealth, pass environmental costs on to society, and abuse workers and consumers."" ""Markets, by themselves, even when they are stable, often lead to high levels of inequality, outcomes that are widely viewed as unfair."" Employers who offer a below market wage will find that their business is chronically understaffed. Their competitors will take advantage of the situation by offering a higher wage the best of their labor. For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.",What happens when business overpays their workers ?,,What happens when job overpays their workers ?,it is a losing proposition to offer below or above market wages to workers.,[],1,0,business,job
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What does many workers willing to work for a lot of time competing for a job that only requires a few workers result in ?,low wage,What does many workers willing to work for a lot of time competing for a job that only require a few workers result in ?,low wage for that job.,"['low wage', 'competition', 'low wage']",1,0,requires,require
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What does many workers willing to work for a lot of time competing for a job that only requires a few workers result in ?,low wage,What does many workers willing to work for a lot of time competing for a job that only involve a few workers result in ?,competing for a job that few require (low demand) will result in a low wage for that job.,"['low wage', 'competition', 'low wage']",1,0,requires,involve
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What does many workers willing to work for a lot of time competing for a job that only requires a few workers result in ?,low wage,What does many workers willing to work for a lot of time competing for a job that only need a few workers result in ?,competing for a job that few require (low demand) will result in a low wage for that job.,"['low wage', 'competition', 'low wage']",1,0,requires,need
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What does many workers willing to work for a lot of time competing for a job that only requires a few workers result in ?,low wage,What does many workers willing to work for a lot of time competing for a job that only necessitate a few workers result in ?,low wage for that job.,"['low wage', 'competition', 'low wage']",1,0,requires,necessitate
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What does many workers willing to work for a lot of time competing for a job that only requires a few workers result in ?,low wage,What does many workers willing to work for a lot of time competing for a job that only requires a few workers lead in ?,(high supply) competing for a job that few require (low demand) will result in a low wage for that job.,"['low wage', 'competition', 'low wage']",1,0,result,lead
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What is the potential earnings for a job where there are many skilled workers but many available positions ?,,What is the possible earnings for a job where there are many skilled workers but many available positions ?,high wages,[],1,0,potential,possible
"A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members. Members may also receive higher wages through collective bargaining, political influence, or corruption.",What is the potential earnings for a job where there are many skilled workers but many available positions ?,,What is the likely earnings for a job where there are many skilled workers but many available positions ?,high wages,[],1,0,potential,likely
"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime. Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board. The difference between the Gini index for an income distribution before taxation and the Gini index after taxation is an indicator for the effects of such taxation.",What will have a direct impact of inequality in a system that uses a progressive tax ?,level of the top tax rate,What will have a direct impact of inequality in a system that use a progressive tax ?,the level of the top tax rate,"['level of the top tax rate', 'level of the top tax rate', 'top tax rate']",1,0,uses,use
"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime. Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board. The difference between the Gini index for an income distribution before taxation and the Gini index after taxation is an indicator for the effects of such taxation.",What will have a direct impact of inequality in a system that uses a progressive tax ?,level of the top tax rate,What will have a direct impact of inequality in a system that utilize a progressive tax ?,the level of the top tax rate,"['level of the top tax rate', 'level of the top tax rate', 'top tax rate']",1,0,uses,utilize
"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime. Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board. The difference between the Gini index for an income distribution before taxation and the Gini index after taxation is an indicator for the effects of such taxation.",What will have a direct impact of inequality in a system that uses a progressive tax ?,level of the top tax rate,What will have a direct impact of inequality in a system that employ a progressive tax ?,the level of the top tax rate,"['level of the top tax rate', 'level of the top tax rate', 'top tax rate']",1,0,uses,employ
"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime. Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board. The difference between the Gini index for an income distribution before taxation and the Gini index after taxation is an indicator for the effects of such taxation.",What will have a direct impact of inequality in a system that uses a progressive tax ?,level of the top tax rate,What will have a direct impact of inequality in a system that uses a progressive taxation ?,the level of the top tax rate,"['level of the top tax rate', 'level of the top tax rate', 'top tax rate']",1,0,tax,taxation
"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system. A progressive tax is a tax by which the tax rate increases as the taxable base amount increases. In a progressive tax system, the level of the top tax rate will often have a direct impact on the level of inequality within a society, either increasing it or decreasing it, provided that income does not change as a result of the change in tax regime. Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board. The difference between the Gini index for an income distribution before taxation and the Gini index after taxation is an indicator for the effects of such taxation.",What is it called when the tax rate and base amount decrease simultaneously ?,,What is it called when the tax rate and base amount reduction simultaneously ?,progressive tax,[],1,0,decrease,reduction
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What do people with lower income have less access to ?,education,What do people with low-down income have less access to ?,"those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages.","['optional education', 'education', 'education']",1,0,lower,low-down
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What do people with lower income have less access to ?,education,What do people with smaller income have less access to ?,"those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages.","['optional education', 'education', 'education']",1,0,lower,smaller
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What do people with lower income have less access to ?,education,What do people with low-toned income have less access to ?,"those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages.","['optional education', 'education', 'education']",1,0,lower,low-toned
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What do people with lower income have less access to ?,education,What do people with low-pitched income have less access to ?,"those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages.","['optional education', 'education', 'education']",1,0,lower,low-pitched
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What does more education lead to when working ?,,What does more education lead to when bringing ?,increases in education first increase and then decrease growth as well as income inequality.,[],1,0,working,bringing
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",What does more education lead to when working ?,,What does more education lead to when making ?,increases in education first increase and then decrease growth as well as income inequality.,[],1,0,working,making
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",Who has limited productive potential when faced with more access to education ?,,Who has limited productive potential when face with more access to education ?,education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.,[],1,0,faced,face
"An important factor in the creation of inequality is variation in individuals' access to education. Education, especially in an area where there is a high demand for workers, creates high wages for those with this education, however, increases in education first increase and then decrease growth as well as income inequality. As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",Who has limited productive potential when faced with more access to education ?,,Who has limited productive potential when confront with more access to education ?,education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.,[],1,0,faced,confront
"In 2014, economists with the Standard & Poor's rating agency concluded that the widening disparity between the U.S.'s wealthiest citizens and the rest of the nation had slowed its recovery from the 2008-2009 recession and made it more prone to boom-and-bust cycles. To partially remedy the wealth gap and the resulting slow growth, S&P recommended increasing access to education. It estimated that if the average United States worker had completed just one more year of school, it would add an additional $105 billion in growth to the country's economy over five years.",How much potential economic growth could the United States amass if everyone went through more schooling ?,$105 billion,How much possible economic growth could the United States amass if everyone went through more schooling ?,"if the average United States worker had completed just one more year of school, it would add an additional $105 billion","['$105 billion', '$105 billion', '$105 billion']",1,0,potential,possible
"During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor. High school education during the period was designed to equip students with necessary skill sets to be able to perform at work. In fact, it differs from the present high school education, which is regarded as a stepping-stone to acquire college and advanced degrees. This decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers. Education is very important for the growth of the economy, however educational inequality in gender also influence towards the economy. Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries.",What contributed to the decreased inequality between trained and untrained workers ?,decrease in wages,What contributed to the decreased inequality between educated and untrained workers ?,decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers,"['period of compression', 'decrease in wages', 'decrease in wages']",1,0,trained,educated
"During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor. High school education during the period was designed to equip students with necessary skill sets to be able to perform at work. In fact, it differs from the present high school education, which is regarded as a stepping-stone to acquire college and advanced degrees. This decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers. Education is very important for the growth of the economy, however educational inequality in gender also influence towards the economy. Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries.",What contributed to the decreased inequality between trained and untrained workers ?,decrease in wages,What contributed to the decreased inequality between schooled and untrained workers ?,decrease in wages caused a period of compression and decreased inequality between skilled and unskilled workers,"['period of compression', 'decrease in wages', 'decrease in wages']",1,0,trained,schooled
