context,origin,origin_ans,new,new_ans,answers,origin_result,result,coordination,causality,hypothesis,ref
"The total number of seats in the Parliament are allocated to parties proportionally to the number of votes received in the second vote of the ballot using the d'Hondt method. For example, to determine who is awarded the first list seat, the number of list votes cast for each party is divided by one plus the number of seats the party won in the region (at this point just constituency seats). The party with the highest quotient is awarded the seat, which is then added to its constituency seats in allocating the second seat. This is repeated iteratively until all available list seats are allocated.",How is the process of allocating seats repeated until all available seats have been determined ?,The process of allocating seats is repeated iteratively until all available seats have been determined.,How is the process of allocating seats repeated until all available seats have been determined ?,The process of allocating seats is repeated using the d'Hondt method until all available seats have been determined.,"['iteratively', 'iteratively', 'iteratively']",1,0,0,0,0,
"Unlike animals, plants lack phagocytic cells, but many plant immune responses involve systemic chemical signals that are sent through a plant. Individual plant cells respond to molecules associated with pathogens known as Pathogen-associated molecular patterns or PAMPs. When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant. Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent. RNA silencing mechanisms are particularly important in this systemic response as they can block virus replication.",What is a kind of defense response that makes the entire plant resistant to a particular agent ?,Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent.,What is a kind of defense response that creates the entire plant resistant ?,Systemic acquired resistance (SAR) is a kind of defense response that renders the entire plant resistant to a specific infectious agent.,"['Systemic acquired resistance (SAR)', 'Systemic acquired resistance', 'Systemic acquired resistance (SAR)']",1,0,0,0,0,
"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted. Its substance was very similar to the proposed constitutional treaty, but it was formally an amending treaty, and – though it significantly altered the existing treaties – it did not completely replace them.",Is the Lisbon Treaty one that would alter existing treaties or replace them ?,The Lisbon Treaty significantly altered the existing treaties but did not completely replace them.,Is the Lisbon Treaty one that would alter existing accords or replace them ?,"The Lisbon Treaty is one that would alter existing treaties, not replace them completely.","['altered the existing treaties', 'it significantly altered the existing treaties', 'significantly altered the existing treaties', 'altered the existing treaties']",1,0,1,0,0,
"""Between Bingen and Bonn, the Middle Rhine flows through the Rhine Gorge, a formation which was created by erosion. The rate of erosion equaled the uplift in the region, such that the river was left at about its original level while the surrounding lands raised. The gorge is quite deep and is the stretch of the river which is known for its many castles and vineyards. It is a UNESCO World Heritage Site (2002) and known as """"the Romantic Rhine"""", with more than 40 castles and fortresses from the Middle Ages and many quaint and lovely country villages.""",What is the area called near the Rhine Gorge with castles from the middle ages ?,"The area near the Rhine Gorge with castles from the middle ages is known as ""the Romantic Rhine"".",What is the area called near the Rhine Gorge with palaces from the center ages ?,No Answer.,"['the Romantic Rhine', 'the Romantic Rhine', 'the Romantic Rhine']",1,0,0,0,1,
"""Economist Joseph Stiglitz argues that rather than explaining concentrations of wealth and income, market forces should serve as a brake on such concentration, which may better be explained by the non-market force known as """"rent-seeking"""". While the market will bid up compensation for rare and desired skills to reward wealth creation, greater productivity, etc., it will also prevent successful entrepreneurs from earning excess profits by fostering competition to cut prices, profits and large compensation. A better explainer of growing inequality, according to Stiglitz, is the use of political power generated by wealth by certain groups to shape government policies financially beneficial to them. This process, known to economists as rent-seeking, brings income not from creation of wealth but from """"grabbing a larger share of the wealth that would otherwise have been produced without their effort""""""",Income not from the creation of wealth but by grabbing a larger share of it is know to economists by what term ?,This process is known as rent-seeking.,Income not from the creation of rich but by grabbing a larger share of it is know to economists ?,"Yes, this process is known to economists as rent-seeking.","['rent-seeking', 'rent-seeking']",1,0,1,0,0,
"News of the two battles reached England in August. After several months of negotiations, the government of the Duke of Newcastle decided to send an army expedition the following year to dislodge the French. They chose Major General Edward Braddock to lead the expedition. Word of the British military plans leaked to France well before Braddock's departure for North America. In response, King Louis XV dispatched six regiments to New France under the command of Baron Dieskau in 1755. The British, intending to blockade French ports, sent out their fleet in February 1755, but the French fleet had already sailed. Admiral Edward Hawke detached a fast squadron to North America in an attempt to intercept the French.",What were British plans against French ?,The British plans against the French were to blockade French ports and send an army expedition to dislodge them.,What were British plans against French ?,The British plans against the French were to blockade their ports and send an army expedition to dislodge them.,"['blockade French ports, sent out their fleet in February 1755', 'blockade French ports', 'blockade French ports', 'blockade French ports', 'blockade French ports']",1,0,0,0,0,
"In the laboratory, biostratigraphers analyze rock samples from outcrop and drill cores for the fossils found in them. These fossils help scientists to date the core and to understand the depositional environment in which the rock units formed. Geochronologists precisely date rocks within the stratigraphic section in order to provide better absolute bounds on the timing and rates of deposition. Magnetic stratigraphers look for signs of magnetic reversals in igneous rock units within the drill cores. Other scientists perform stable isotope studies on the rocks to gain information about past climate.",Where is the stratigraphic section ?,No answer.,Where is the stratigraphic section ?,"The stratigraphic section can be found in a variety of locations, such as outcrops (exposed rock formations) or drill cores (samples retrieved from below the Earth's surface through drilling).",[],1,0,0,0,0,
"""It has been argued that the term """"civil disobedience"""" has always suffered from ambiguity and in modern times, become utterly debased. Marshall Cohen notes, """"It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official. Indeed, for Vice President Agnew it has become a code-word describing the activities of muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins.""""""","In modern times , what is said about civil disobedience ?","In modern times, civil disobedience is said to have become utterly debased and suffered from ambiguity.","In innovative times , what is said about civil disobedience ?",No answer.,"['become utterly debased', 'utterly debased', 'in modern times, become utterly debased', 'become utterly debased', 'become utterly debased']",1,0,0,0,0,
"""Other prominent alumni include anthropologists David Graeber and Donald Johanson, who is best known for discovering the fossil of a female hominid australopithecine known as """"Lucy"""" in the Afar Triangle region, psychologist John B. Watson, American psychologist who established the psychological school of behaviorism, communication theorist Harold Innis, chess grandmaster Samuel Reshevsky, and conservative international relations scholar and White House Coordinator of Security Planning for the National Security Council Samuel P. Huntington.""",What conservative international relations scholar is also a university alumni ?,Samuel P. Huntington.,What conservative international relations scholar is a university alumni ?,Samuel P. Huntington.,"['Samuel P. Huntington', 'Samuel P. Huntington', 'Samuel P. Huntington']",1,0,0,0,0,
"Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management. The development of this fertile soil allowed agriculture and silviculture in the previously hostile environment; meaning that large portions of the Amazon rainforest are probably the result of centuries of human management, rather than naturally occurring as has previously been supposed. In the region of the Xingu tribe, remains of some of these large settlements in the middle of the Amazon forest were found in 2003 by Michael Heckenberger and colleagues of the University of Florida. Among those were evidence of roads, bridges and large plazas.",How much is terra preta distributed over the Amazon forest ?,Terra preta is distributed over large areas in the Amazon forest.,How much is terra preta distributed over the Amazon timber ?,No answer.,"['large areas', 'over large areas', 'over large areas']",1,0,0,0,0,
"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County. While many commute to L.A. and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s. Newly developed exurbs formed in the Antelope Valley north of Los Angeles, the Victor Valley and the Coachella Valley with the Imperial Valley. Also, population growth was high in the Bakersfield-Kern County, Santa Maria and San Luis Obispo areas.","Other than the San Diego metropolitan area , what other area are the communities along Interstates 15 and 215 connected with ?",The communities along Interstates 15 and 215 are connected with the Inland Empire.,"Other than the San Diego metropolitan region , what other area are the communities along Interstates 15 and 215 connected with ?",No answer.,"['Inland Empire', 'Temecula and Murrieta']",1,0,1,0,1,
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Blaine Amendments,What country constitutional amendments make reference to the governing funding religious schools ?,No answer.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,0,0,
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by heavy instances that is routinely solved by SAT handlers applying efficient algorithms ?,The example is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,0,0,
"The embargo was not uniform across Europe. Of the nine members of the European Economic Community (EEC), the Netherlands faced a complete embargo, the UK and France received almost uninterrupted supplies (having refused to allow America to use their airfields and embargoed arms and supplies to both the Arabs and the Israelis), while the other six faced partial cutbacks. The UK had traditionally been an ally of Israel, and Harold Wilson's government supported the Israelis during the Six-Day War. His successor, Ted Heath, reversed this policy in 1970, calling for Israel to withdraw to its pre-1967 borders.",Who did the EEC support during the Six-Day War ?,No answer.,Who did the EEC support during the Six-Day War ?,The EEC did not show uniform support for any specific side during the Six-Day War.,[],1,0,0,0,0,
"""In regard to companies, the Court of Justice held in R (Daily Mail and General Trust plc) v HM Treasury that member states could restrict a company moving its seat of business, without infringing TFEU article 49. This meant the Daily Mail newspaper's parent company could not evade tax by shifting its residence to the Netherlands without first settling its tax bills in the UK. The UK did not need to justify its action, as rules on company seats were not yet harmonised. By contrast, in Centros Ltd v Erhversus-og Selkabssyrelsen the Court of Justice found that a UK limited company operating in Denmark could not be required to comply with Denmark's minimum share capital rules. UK law only required £1 of capital to start a company, while Denmark's legislature took the view companies should only be started up if they had 200,000 Danish krone (around €27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark's minimum capital law infringed Centros Ltd's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result. Similarly in Überseering BV v Nordic Construction GmbH the Court of Justice held that a German court could not deny a Dutch building company the right to enforce a contract in Germany on the basis that it was not validly incorporated in Germany. Although restrictions on freedom of establishment could be justified by creditor protection, labour rights to participate in work, or the public interest in collecting taxes, denial of capacity went too far: it was an """"outright negation"""" of the right of establishment. However, in Cartesio Oktató és Szolgáltató bt the Court of Justice affirmed again that because corporations are created by law, they are in principle subject to any rules for formation that a state of incorporation wishes to impose. This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why.""",How much capital did Danish law require to start a company ?,"Denmark's legislature required 200,000 Danish krone (around €27,000) as minimum share capital to start a company.",How much capital did Danish law require to jump a company ?,No answer.,"['200,000 Danish krone', '200,000 Danish krone', '200,000 Danish krone']",1,0,0,0,0,
"The final major evolution of the steam engine design was the use of steam turbines starting in the late part of the 19th century. Steam turbines are generally more efficient than reciprocating piston type steam engines (for outputs above several hundred horsepower), have fewer moving parts, and provide rotary power directly instead of through a connecting rod system or similar means. Steam turbines virtually replaced reciprocating engines in electricity generating stations early in the 20th century, where their efficiency, higher speed appropriate to generator service, and smooth rotation were advantages. Today most electric power is provided by steam turbines. In the United States 90% of the electric power is produced in this way using a variety of heat sources. Steam turbines were extensively applied for propulsion of large ships throughout most of the 20th century.",Above what horsepower are steam turbines usually more efficient than generators that use reciprocating pistons ?,No answer.,Above what horsepower are steam turbines usually more effective than generators that utilize reciprocating pistons ?,Steam turbines are generally more efficient than reciprocating piston type steam engines for outputs above several hundred horsepower.,[],1,0,0,0,0,
"""In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered an """"Alpha–"""" global city, a major international tourist destination and a significant cultural, political and economic hub. Warsaw's economy, by a wide variety of industries, is characterised by FMCG manufacturing, metal processing, steel and electronic manufacturing and food processing. The city is a significant centre of research and development, BPO, ITO, as well as of the Polish media industry. The Warsaw Stock Exchange is one of the largest and most important in Central and Eastern Europe. Frontex, the European Union agency for external border security, has its headquarters in Warsaw. It has been said that Warsaw, together with Frankfurt, London, Paris and Barcelona is one of the cities with the highest number of skyscrapers in the European Union. Warsaw has also been called """"Eastern Europe’s chic cultural capital with thriving art and club scenes and serious restaurants"""".""",What exchange in Warsaw is one of the most important for Central and Eastern Europe ?,The Warsaw Stock Exchange.,What exchange in Warsaw is one of the most important ?,The Warsaw Stock Exchange.,"['Stock', 'Warsaw Stock Exchange', 'Warsaw Stock Exchange']",1,0,0,0,0,
"Newton's Second Law asserts the direct proportionality of acceleration to force and the inverse proportionality of acceleration to mass. Accelerations can be defined through kinematic measurements. However, while kinematics are well-described through reference frame analysis in advanced physics, there are still deep questions that remain as to what is the proper definition of mass. General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed.",What describes the proportionality of acceleration to force and mass ?,Newton's Second Law.,What describes the proportionality of acceleration to thrust and mass ?,No answer.,"""[""""Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law"""", """"Newton's Second Law""""]""",1,0,1,0,0,
"""Extension causes the rock units as a whole to become longer and thinner. This is primarily accomplished through normal faulting and through the ductile stretching and thinning. Normal faults drop rock units that are higher below those that are lower. This typically results in younger units being placed below older units. Stretching of units can result in their thinning; in fact, there is a location within the Maria Fold and Thrust Belt in which the entire sedimentary sequence of the Grand Canyon can be seen over a length of less than a meter. Rocks at the depth to be ductilely stretched are often also metamorphosed. These stretched rocks can also pinch into lenses, known as boudins, after the French word for """"sausage"""", because of their visual similarity.""",Rocks that are a depth where they are ductilely stretched are also often what ?,Rocks that are at a depth where they are ductilely stretched are often metamorphosed.,Rocks that are a depth are what ?,Rocks that are at a depth where they are ductilely stretched are often metamorphosed.,"['metamorphosed', 'metamorphosed', 'metamorphosed']",1,0,0,0,0,
"In ring theory, the notion of number is generally replaced with that of ideal. Prime ideals, which generalize prime elements in the sense that the principal ideal generated by a prime element is a prime ideal, are an important tool and object of study in commutative algebra, algebraic number theory and algebraic geometry. The prime ideals of the ring of integers are the ideals (0), (2), (3), (5), (7), (11), … The fundamental theorem of arithmetic generalizes to the Lasker–Noether theorem, which expresses every ideal in a Noetherian commutative ring as an intersection of primary ideals, which are the appropriate generalizations of prime powers.",What type of commutative ring does the Lasker–Noether theorem express every ideal as an intersection of primary ideals in ?,The Lasker–Noether theorem expresses every ideal as an intersection of primary ideals in a Noetherian commutative ring.,What type of commutative ring does the Lasker–Noether theorem express every ideal as an crossing of primary ideals in ?,No answer,"['a Noetherian commutative ring', 'Noetherian', 'Noetherian commutative ring', 'Noetherian']",1,0,0,0,0,
"""Often rules apply to all goods neutrally, but may have a greater practical effect on imports than domestic products. For such """"indirect"""" discriminatory (or """"indistinctly applicable"""") measures the Court of Justice has developed more justifications: either those in article 36, or additional """"mandatory"""" or """"overriding"""" requirements such as consumer protection, improving labour standards, protecting the environment, press diversity, fairness in commerce, and more: the categories are not closed. In the most famous case Rewe-Zentral AG v Bundesmonopol für Branntwein, the Court of Justice found that a German law requiring all spirits and liqueurs (not just imported ones) to have a minimum alcohol content of 25 per cent was contrary to TFEU article 34, because it had a greater negative effect on imports. German liqueurs were over 25 per cent alcohol, but Cassis de Dijon, which Rewe-Zentrale AG wished to import from France, only had 15 to 20 per cent alcohol. The Court of Justice rejected the German government's arguments that the measure proportionately protected public health under TFEU article 36, because stronger beverages were available and adequate labelling would be enough for consumers to understand what they bought. This rule primarily applies to requirements about a product's content or packaging. In Walter Rau Lebensmittelwerke v De Smedt PVBA the Court of Justice found that a Belgian law requiring all margarine to be in cube shaped packages infringed article 34, and was not justified by the pursuit of consumer protection. The argument that Belgians would believe it was butter if it was not cube shaped was disproportionate: it would """"considerably exceed the requirements of the object in view"""" and labelling would protect consumers """"just as effectively"""". In a 2003 case, Commission v Italy Italian law required that cocoa products that included other vegetable fats could not be labelled as """"chocolate"""". It had to be """"chocolate substitute"""". All Italian chocolate was made from cocoa butter alone, but British, Danish and Irish manufacturers used other vegetable fats. They claimed the law infringed article 34. The Court of Justice held that a low content of vegetable fat did not justify a """"chocolate substitute"""" label. This was derogatory in the consumers' eyes. A ‘neutral and objective statement’ was enough to protect consumers. If member states place considerable obstacles on the use of a product, this can also infringe article 34. So, in a 2009 case, Commission v Italy, the Court of Justice held that an Italian law prohibiting motorcycles or mopeds pulling trailers infringed article 34. Again, the law applied neutrally to everyone, but disproportionately affected importers, because Italian companies did not make trailers. This was not a product requirement, but the Court reasoned that the prohibition would deter people from buying it: it would have """"a considerable influence on the behaviour of consumers"""" that """"affects the access of that product to the market"""". It would require justification under article 36, or as a mandatory requirement.""","In the 2009 Commission v Italy , case , the Court of Justice held that an Italian low prohibiting what infringed article 34 ?","In the 2009 Commission v Italy case, the Court of Justice held that an Italian law prohibiting motorcycles or mopeds pulling trailers infringed article 34.","In the 2009 Commission v Italy , example , the Court of Justice held that an low prohibiting what infringed article 34 ?","In the 2009 Commission v Italy case, the Court of Justice held that an Italian law prohibiting motorcycles or mopeds pulling trailers infringed article 34 of the Treaty on the Functioning of the European Union (TFEU).","['motorcycles or mopeds pulling trailers', 'motorcycles or mopeds pulling trailers', 'motorcycles or mopeds pulling trailers']",1,0,0,0,0,
"""In contrast to product requirements or other laws that hinder market access, the Court of Justice developed a presumption that """"selling arrangements"""" would be presumed to not fall into TFEU article 34, if they applied equally to all sellers, and affected them in the same manner in fact. In Keck and Mithouard two importers claimed that their prosecution under a French competition law, which prevented them selling Picon beer under wholesale price, was unlawful. The aim of the law was to prevent cut throat competition, not to hinder trade. The Court of Justice held, as """"in law and in fact"""" it was an equally applicable """"selling arrangement"""" (not something that alters a product's content) it was outside the scope of article 34, and so did not need to be justified. Selling arrangements can be held to have an unequal effect """"in fact"""" particularly where traders from another member state are seeking to break into the market, but there are restrictions on advertising and marketing. In Konsumentombudsmannen v De Agostini the Court of Justice reviewed Swedish bans on advertising to children under age 12, and misleading commercials for skin care products. While the bans have remained (justifiable under article 36 or as a mandatory requirement) the Court emphasised that complete marketing bans could be disproportionate if advertising were """"the only effective form of promotion enabling [a trader] to penetrate"""" the market. In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' """"traditional social practices and to local habits and customs"""" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health. Under the Unfair Commercial Practices Directive, the EU harmonised restrictions on restrictions on marketing and advertising, to forbid conduct that distorts average consumer behaviour, is misleading or aggressive, and sets out a list of examples that count as unfair. Increasingly, states have to give mutual recognition to each other's standards of regulation, while the EU has attempted to harmonise minimum ideals of best practice. The attempt to raise standards is hoped to avoid a regulatory """"race to the bottom"""", while allowing consumers access to goods from around the continent.""",Under which Directive did the EU harmonize restrictions on restrictions on marketing and advertising ?,The EU harmonized restrictions on marketing and advertising under the Unfair Commercial Practices Directive.,Under which directive did the EU harmonize restrictions on limitations on marketing and advert ?,There is no answer in the text to the question regarding which directive the EU harmonized restrictions on limitations on marketing and advertising under.,"['the Unfair Commercial Practices Directive', 'the Unfair Commercial Practices Directive', 'the Unfair Commercial Practices Directive']",1,0,1,0,0,
"""For some decades prior to the First Palestine Intifada in 1987, the Muslim Brotherhood in Palestine took a """"quiescent"""" stance towards Israel, focusing on preaching, education and social services, and benefiting from Israel's """"indulgence"""" to build up a network of mosques and charitable organizations. As the First Intifada gathered momentum and Palestinian shopkeepers closed their shops in support of the uprising, the Brotherhood announced the formation of HAMAS (""""zeal""""), devoted to Jihad against Israel. Rather than being more moderate than the PLO, the 1988 Hamas charter took a more uncompromising stand, calling for the destruction of Israel and the establishment of an Islamic state in Palestine. It was soon competing with and then overtaking the PLO for control of the intifada. The Brotherhood's base of devout middle class found common cause with the impoverished youth of the intifada in their cultural conservatism and antipathy for activities of the secular middle class such as drinking alcohol and going about without hijab.""","Until 1987 , what stance did the Muslim Brotherhood in Iraq take towards Israel ?",No answer.,"Until 1987 , what stance did the Muslim Brotherhood take towards Israel ?","Until 1987, the Muslim Brotherhood in Palestine took a ""quiescent"" stance towards Israel.",[],1,0,0,0,0,
"Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.","If you were to take a train west or south out of the city of Fresno , which railroad would you take ?","If one were to take a train west or south out of the city of Fresno, they would most likely take the San Joaquin Valley Railroad.","If you were to take a train west or South out of the city of Fresno , which railroad would you take ?","If one were to take a train west or south out of the city of Fresno, they could take either the Burlington Northern Santa Fe Railway or the Union Pacific Railroad. Both railroads have mainlines that cross in Fresno.","['San Joaquin Valley Railroad', 'San Joaquin Valley Railroad', 'San Joaquin Valley Railroad']",1,0,1,0,0,
"A B cell identifies pathogens when antibodies on its surface bind to a specific foreign antigen. This antigen/antibody complex is taken up by the B cell and processed by proteolysis into peptides. The B cell then displays these antigenic peptides on its surface MHC class II molecules. This combination of MHC and antigen attracts a matching helper T cell, which releases lymphokines and activates the B cell. As the activated B cell then begins to divide, its offspring (plasma cells) secrete millions of copies of the antibody that recognizes this antigen. These antibodies circulate in blood plasma and lymph, bind to pathogens expressing the antigen and mark them for destruction by complement activation or for uptake and destruction by phagocytes. Antibodies can also neutralize challenges directly, by binding to bacterial toxins or by interfering with the receptors that viruses and bacteria use to infect cells.",What does the matching helper T cell release when it binds with the MHC : antigen complex of the B cell ?,The matching helper T cell releases lymphokines when it binds with the MHC:antigen complex of the B cell.,What does the matching helper T cell release when it binds with the MHC : antigen complex of the B-complex_vitamin cell ?,No answer.,"['lymphokines', 'lymphokines', 'lymphokines']",1,0,0,0,1,
"The integer factorization problem is the computational problem of determining the prime factorization of a given integer. Phrased as a decision problem, it is the problem of deciding whether the input has a factor less than k. No efficient integer factorization algorithm is known, and this fact forms the basis of several modern cryptographic systems, such as the RSA algorithm. The integer factorization problem is in NP and in co-NP (and even in UP and co-UP). If the problem is NP-complete, the polynomial time hierarchy will collapse to its first level (i.e., NP will equal co-NP). The best known algorithm for integer factorization is the general number field sieve, which takes time O(e(64/9)1/3(n.log 2)1/3(log (n.log 2))2/3) to factor an n-bit integer. However, the best known quantum algorithm for this problem, Shor's algorithm, does run in polynomial time. Unfortunately, this fact doesn't say much about where the problem lies with respect to non-quantum complexity classes.",What is the least well known algorithm associated with the the integer factorization problem ?,The least well-known algorithm associated with the integer factorization problem is not mentioned in the text.,What is the least well known algorithm associated with the the integer factorization problem ?,The least well-known algorithm associated with the integer factorization problem is not specified in the text.,[],1,0,0,0,1,
"The element is found in almost all biomolecules that are important to (or generated by) life. Only a few common complex biomolecules, such as squalene and the carotenes, contain no oxygen. Of the organic compounds with biological relevance, carbohydrates contain the largest proportion by mass of oxygen. All fats, fatty acids, amino acids, and proteins contain oxygen (due to the presence of carbonyl groups in these acids and their ester residues). Oxygen also occurs in phosphate (PO3−\n4) groups in the biologically important energy-carrying molecules ATP and ADP, in the backbone and the purines (except adenine) and pyrimidines of RNA and DNA, and in bones as calcium phosphate and hydroxylapatite.","Besides fats , fatty acids , and amino acids ,what other organic compounds contain oxygen ?",Carbohydrates and proteins also contain oxygen.,"Besides fats , fatty acids , and amino battery-acids ,what compounds contain oxygen ?","Carbohydrates, proteins, ATP, ADP, RNA, DNA, and bones (as calcium phosphate and hydroxylapatite) contain oxygen.","['proteins', 'proteins', 'proteins', 'proteins', 'proteins']",1,0,1,0,0,
"Reactive oxygen species, such as superoxide ion (O−\n2) and hydrogen peroxide (H\n2O\n2), are dangerous by-products of oxygen use in organisms. Parts of the immune system of higher organisms create peroxide, superoxide, and singlet oxygen to destroy invading microbes. Reactive oxygen species also play an important role in the hypersensitive response of plants against pathogen attack. Oxygen is toxic to obligately anaerobic organisms, which were the dominant form of early life on Earth until O\n2 began to accumulate in the atmosphere about 2.5 billion years ago during the Great Oxygenation Event, about a billion years after the first appearance of these organisms.",For what purpose do organisms make peroxide and superoxide ?,Organisms produce peroxide and superoxide to destroy invading microbes and for the hypersensitive response of plants against pathogen attack.,For what aim do organisms make peroxide and superoxide ?,Organisms produce peroxide and superoxide with the aim of destroying invading microbes and for the hypersensitive response of plants against pathogen attack.,"['destroy invading microbes', 'to destroy invading microbes', 'destroy invading microbes', 'to destroy invading microbes', 'destroy invading microbes']",1,0,1,0,0,
"Pushing against an object on a frictional surface can result in a situation where the object does not move because the applied force is opposed by static friction, generated between the object and the table surface. For a situation with no movement, the static friction force exactly balances the applied force resulting in no acceleration. The static friction increases or decreases in response to the applied force up to an upper limit determined by the characteristics of the contact between the surface and the object.",Static friction balances what force when there is no movement of an object on a surface ?,Static friction balances the applied force when there is no movement of an object on a surface.,Static friction balances what force when there is no motion of an object ?,Static friction balances the applied force when there is no motion of an object.,"['applied', 'applied force', 'applied force', 'applied force', 'applied']",1,0,0,0,1,
"The pound-force has a metric counterpart, less commonly used than the newton: the kilogram-force (kgf) (sometimes kilopond), is the force exerted by standard gravity on one kilogram of mass. The kilogram-force leads to an alternate, but rarely used unit of mass: the metric slug (sometimes mug or hyl) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf. The kilogram-force is not a part of the modern SI system, and is generally deprecated; however it still sees use for some purposes as expressing aircraft weight, jet thrust, bicycle spoke tension, torque wrench settings and engine output torque. Other arcane units of force include the sthène, which is equivalent to 1000 N, and the kip, which is equivalent to 1000 lbf.",What does not have a metric counterpart ?,No answer.,What does not have a metric counterpart ?,The kilogram-force does not have a metric counterpart.,[],1,0,0,0,0,
"The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn. The IJssel branch carries one ninth of the water flow of the Rhine north into the IJsselmeer (a former bay), while the Nederrijn carries approximately two ninths of the flow west along a route parallel to the Waal. However, at Wijk bij Duurstede, the Nederrijn changes its name and becomes the Lek. It flows farther west, to rejoin the Noord River into the Nieuwe Maas and to the North Sea.","If two thirds of the Rhine flows through Waal , where does the other third flow through ?",The other third of the Rhine flows through the Pannerdens Kanaal.,"If two thirds of the Rhine flow through Waal , where does the flow through ?","If two thirds of the Rhine flows through the Waal, then the remaining one third flows through the Pannerdens Kanaal, which then redistributes in the IJssel and Nederrijn branches.","['Pannerdens Kanaal', 'Pannerdens Kanaal', 'the Pannerdens Kanaal']",1,0,0,0,0,
