context,origin,origin_ans,new,new_ans,answers,origin_result,result,CARDINAL,CARDINAL_text,CARDINAL_start_end_error,DATE,DATE_text,DATE_start_end_error,EVENT,EVENT_text,EVENT_start_end_error,FAC,FAC_text,FAC_start_end_error,GPE,GPE_text,GPE_start_end_error,LANGUAGE,LANGUAGE_text,LANGUAGE_start_end_error,LAW,LAW_text,LAW_start_end_error,LOC,LOC_text,LOC_start_end_error,MONEY,MONEY_text,MONEY_start_end_error,NORP,NORP_text,NORP_start_end_error,ORDINAL,ORDINAL_text,ORDINAL_start_end_error,ORG,ORG_text,ORG_start_end_error,PERCENT,PERCENT_text,PERCENT_start_end_error,PERSON,PERSON_text,PERSON_start_end_error,PRODUCT,PRODUCT_text,PRODUCT_start_end_error,QUANTITY,QUANTITY_text,QUANTITY_start_end_error,TIME,TIME_text,TIME_start_end_error,WORK_OF_ART,WORK_OF_ART_text,WORK_OF_ART_start_end_error,answers
"""As well as creating rights for """"workers"""" who generally lack bargaining power in the market, the Treaty on the Functioning of the European Union also protects the """"freedom of establishment"""" in article 49, and """"freedom to provide services"""" in article 56. In Gebhard v Consiglio dell’Ordine degli Avvocati e Procuratori di Milano the Court of Justice held that to be """"established"""" means to participate in economic life """"on a stable and continuous basis"""", while providing """"services"""" meant pursuing activity more """"on a temporary basis"""". This meant that a lawyer from Stuttgart, who had set up chambers in Milan and was censured by the Milan Bar Council for not having registered, was entitled to bring a claim under for establishment freedom, rather than service freedom. However, the requirements to be registered in Milan before being able to practice would be allowed if they were non-discriminatory, """"justified by imperative requirements in the general interest"""" and proportionately applied. All people or entities that engage in economic activity, particularly the self-employed, or """"undertakings"""" such as companies or firms, have a right to set up an enterprise without unjustified restrictions. The Court of Justice has held that both a member state government and a private party can hinder freedom of establishment, so article 49 has both """"vertical"""" and """"horizontal"""" direct effect. In Reyners v Belgium the Court of Justice held that a refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified. TFEU article 49 says states are exempt from infringing others' freedom of establishment when they exercise """"official authority"""", but this did an advocate's work (as opposed to a court's) was not official. By contrast in Commission v Italy the Court of Justice held that a requirement for lawyers in Italy to comply with maximum tariffs unless there was an agreement with a client was not a restriction. The Grand Chamber of the Court of Justice held the Commission had not proven that this had any object or effect of limiting practitioners from entering the market. Therefore, there was no prima facie infringement freedom of establishment that needed to be justified.""",In which case did the Court of Justice state that refusal to admit a lawyer to the Belgian bar because he did not have Belgian heritage was n't able to be justified ?,The Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he did not have Belgian nationality was unjustified in the case Reyners v Belgium.,In which example did the Court of Justice state that refusal to accept a lawyer wasn't able to be justified ?,The Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified in the case Reyners v Belgium.,"['Reyners v Belgium', 'Reyners v Belgium the Court of Justice', 'Reyners v Belgium']",1,0,0,,0,0,,0,0,,0,0,,0,1,Belgium,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Belgium the Court of Justice,0,0,,0,2,Reyners|Reyners,0,0,,0,0,,0,0,,0,0,,0,Reyners v Belgium the Court of Justice
"""As well as creating rights for """"workers"""" who generally lack bargaining power in the market, the Treaty on the Functioning of the European Union also protects the """"freedom of establishment"""" in article 49, and """"freedom to provide services"""" in article 56. In Gebhard v Consiglio dell’Ordine degli Avvocati e Procuratori di Milano the Court of Justice held that to be """"established"""" means to participate in economic life """"on a stable and continuous basis"""", while providing """"services"""" meant pursuing activity more """"on a temporary basis"""". This meant that a lawyer from Stuttgart, who had set up chambers in Milan and was censured by the Milan Bar Council for not having registered, was entitled to bring a claim under for establishment freedom, rather than service freedom. However, the requirements to be registered in Milan before being able to practice would be allowed if they were non-discriminatory, """"justified by imperative requirements in the general interest"""" and proportionately applied. All people or entities that engage in economic activity, particularly the self-employed, or """"undertakings"""" such as companies or firms, have a right to set up an enterprise without unjustified restrictions. The Court of Justice has held that both a member state government and a private party can hinder freedom of establishment, so article 49 has both """"vertical"""" and """"horizontal"""" direct effect. In Reyners v Belgium the Court of Justice held that a refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified. TFEU article 49 says states are exempt from infringing others' freedom of establishment when they exercise """"official authority"""", but this did an advocate's work (as opposed to a court's) was not official. By contrast in Commission v Italy the Court of Justice held that a requirement for lawyers in Italy to comply with maximum tariffs unless there was an agreement with a client was not a restriction. The Grand Chamber of the Court of Justice held the Commission had not proven that this had any object or effect of limiting practitioners from entering the market. Therefore, there was no prima facie infringement freedom of establishment that needed to be justified.""",In which case did the Court of Justice state that refusal to admit a lawyer to the Belgian bar because he did not have Belgian heritage was n't able to be justified ?,The Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he did not have Belgian nationality was unjustified in the case Reyners v Belgium.,In which example did the Court of Justice state that refusal to accept a lawyer wasn't able to be justified ?,The Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified in the case Reyners v Belgium.,"['Reyners v Belgium', 'Reyners v Belgium the Court of Justice', 'Reyners v Belgium']",1,0,0,,0,0,,0,0,,0,0,,0,2,Belgium|Belgium,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Belgium the Court of Justice,0,0,,0,3,Reyners|Reyners|Reyners,0,0,,0,0,,0,0,,0,0,,0,Reyners v Belgium
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example mentioned in the text is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by large examples that is routinely solved by SAT handlers applying efficient algorithms ?,The example mentioned in the text is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Boolean,0,0,,0,1,NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,NP-complete Boolean satisfiability problem
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example mentioned in the text is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by large examples that is routinely solved by SAT handlers applying efficient algorithms ?,The example mentioned in the text is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Boolean|Boolean,0,0,,0,2,NP|NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,NP-complete Boolean satisfiability
"What intractability means in practice is open to debate. Saying that a problem is not in P does not imply that all large cases of the problem are hard or even that most of them are. For example, the decision problem in Presburger arithmetic has been shown not to be in P, yet algorithms have been written that solve the problem in reasonable times in most cases. Similarly, algorithms can solve the NP-complete knapsack problem over a wide range of sizes in less than quadratic time and SAT solvers routinely handle large instances of the NP-complete Boolean satisfiability problem.",What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms ?,The example mentioned in the text is the NP-complete Boolean satisfiability problem.,What is the example of another problem characterized by large examples that is routinely solved by SAT handlers applying efficient algorithms ?,The example mentioned in the text is the NP-complete knapsack problem.,"['NP-complete Boolean satisfiability problem', 'NP-complete Boolean satisfiability', 'the NP-complete Boolean satisfiability problem']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Boolean|Boolean|Boolean,0,0,,0,3,NP|NP|NP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,the NP-complete Boolean satisfiability problem
"The Rhine emerges from Lake Constance, flows generally westward, as the Hochrhein, passes the Rhine Falls, and is joined by its major tributary, the river Aare. The Aare more than doubles the Rhine's water discharge, to an average of nearly 1,000 m3/s (35,000 cu ft/s), and provides more than a fifth of the discharge at the Dutch border. The Aare also contains the waters from the 4,274 m (14,022 ft) summit of Finsteraarhorn, the highest point of the Rhine basin. The Rhine roughly forms the German-Swiss border from Lake Constance with the exceptions of the canton of Schaffhausen and parts of the cantons of Zürich and Basel-Stadt, until it turns north at the so-called Rhine knee at Basel, leaving Switzerland.",There 's a rough border between Switzerland and what other country formed by the Rhine ?,Germany.,There's a rough border between Switzerland and what other country formed by the Rhein ?,No Answer.,"['German', 'German-Swiss border', 'German']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,German,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,German
"The Rhine emerges from Lake Constance, flows generally westward, as the Hochrhein, passes the Rhine Falls, and is joined by its major tributary, the river Aare. The Aare more than doubles the Rhine's water discharge, to an average of nearly 1,000 m3/s (35,000 cu ft/s), and provides more than a fifth of the discharge at the Dutch border. The Aare also contains the waters from the 4,274 m (14,022 ft) summit of Finsteraarhorn, the highest point of the Rhine basin. The Rhine roughly forms the German-Swiss border from Lake Constance with the exceptions of the canton of Schaffhausen and parts of the cantons of Zürich and Basel-Stadt, until it turns north at the so-called Rhine knee at Basel, leaving Switzerland.",There 's a rough border between Switzerland and what other country formed by the Rhine ?,Germany.,There's a rough border between Switzerland and what other country formed by the Rhein ?,No Answer.,"['German', 'German-Swiss border', 'German']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,German|German,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,German-Swiss border
"The Rhine emerges from Lake Constance, flows generally westward, as the Hochrhein, passes the Rhine Falls, and is joined by its major tributary, the river Aare. The Aare more than doubles the Rhine's water discharge, to an average of nearly 1,000 m3/s (35,000 cu ft/s), and provides more than a fifth of the discharge at the Dutch border. The Aare also contains the waters from the 4,274 m (14,022 ft) summit of Finsteraarhorn, the highest point of the Rhine basin. The Rhine roughly forms the German-Swiss border from Lake Constance with the exceptions of the canton of Schaffhausen and parts of the cantons of Zürich and Basel-Stadt, until it turns north at the so-called Rhine knee at Basel, leaving Switzerland.",There 's a rough border between Switzerland and what other country formed by the Rhine ?,Germany.,There's a rough border between Switzerland and what other country formed by the Rhein ?,No Answer.,"['German', 'German-Swiss border', 'German']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,German|German|German,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,German
"""Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, """"I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""""""","When many people are arrested , what is a common tactic negotiating ?",A common tactic is to use solidarity tactics to secure the same plea bargain for everyone.,"When many people are arrested , what is a tactic negotiating ?","When many people are arrested, one tactic of negotiating is to use solidarity tactics to secure the same plea bargain for everyone.","['solidarity tactics', 'solidarity tactics', 'solidarity', 'solidarity', 'solidarity']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,solidarity,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,solidarity tactics
"""Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, """"I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""""""","When many people are arrested , what is a common tactic negotiating ?",A common tactic is to use solidarity tactics to secure the same plea bargain for everyone.,"When many people are arrested , what is a tactic negotiating ?","When many people are arrested, one tactic of negotiating is to use solidarity tactics to secure the same plea bargain for everyone.","['solidarity tactics', 'solidarity tactics', 'solidarity', 'solidarity', 'solidarity']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,solidarity|solidarity,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,solidarity tactics
"""Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, """"I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""""""","When many people are arrested , what is a common tactic negotiating ?",A common tactic is to use solidarity tactics to secure the same plea bargain for everyone.,"When many people are arrested , what is a tactic negotiating ?","When many people are arrested, one tactic of negotiating is to use solidarity tactics to secure the same plea bargain for everyone.","['solidarity tactics', 'solidarity tactics', 'solidarity', 'solidarity', 'solidarity']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,solidarity|solidarity|solidarity,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,solidarity
"""Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, """"I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""""""","When many people are arrested , what is a common tactic negotiating ?",A common tactic is to use solidarity tactics to secure the same plea bargain for everyone.,"When many people are arrested , what is a tactic negotiating ?","When many people are arrested, one tactic of negotiating is to use solidarity tactics to secure the same plea bargain for everyone.","['solidarity tactics', 'solidarity tactics', 'solidarity', 'solidarity', 'solidarity']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,solidarity|solidarity|solidarity|solidarity,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,solidarity
"""Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time. In some mass arrest situations, the activists decide to use solidarity tactics to secure the same plea bargain for everyone. But some activists have opted to enter a blind plea, pleading guilty without any plea agreement in place. Mohandas Gandhi pleaded guilty and told the court, """"I am here to . . . submit cheerfully to the highest penalty that can be inflicted upon me for what in law is a deliberate crime and what appears to me to be the highest duty of a citizen.""""""","When many people are arrested , what is a common tactic negotiating ?",A common tactic is to use solidarity tactics to secure the same plea bargain for everyone.,"When many people are arrested , what is a tactic negotiating ?","When many people are arrested, one tactic of negotiating is to use solidarity tactics to secure the same plea bargain for everyone.","['solidarity tactics', 'solidarity tactics', 'solidarity', 'solidarity', 'solidarity']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,solidarity|solidarity|solidarity|solidarity|solidarity,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,solidarity
"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",When did colonial governors meet with General Edward Braddock about attack on the french ?,In 1755.,When did colonial governors meet with General Edward Braddock about onslaught on the French ?,The text does not provide a specific date for when the colonial governors met with General Edward Braddock about the attack on the French.,"['1755', '1755', '1755', '1755', '1755']",1,0,1,1755,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1755
"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",When did colonial governors meet with General Edward Braddock about attack on the french ?,In 1755.,When did colonial governors meet with General Edward Braddock about onslaught on the French ?,The text does not provide a specific date for when the colonial governors met with General Edward Braddock about the attack on the French.,"['1755', '1755', '1755', '1755', '1755']",1,0,2,1755|1755,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1755
"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",When did colonial governors meet with General Edward Braddock about attack on the french ?,In 1755.,When did colonial governors meet with General Edward Braddock about onslaught on the French ?,The text does not provide a specific date for when the colonial governors met with General Edward Braddock about the attack on the French.,"['1755', '1755', '1755', '1755', '1755']",1,0,3,1755|1755|1755,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1755
"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",When did colonial governors meet with General Edward Braddock about attack on the french ?,In 1755.,When did colonial governors meet with General Edward Braddock about onslaught on the French ?,The text does not provide a specific date for when the colonial governors met with General Edward Braddock about the attack on the French.,"['1755', '1755', '1755', '1755', '1755']",1,0,4,1755|1755|1755|1755,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1755
"In 1755, six colonial governors in North America met with General Edward Braddock, the newly arrived British Army commander, and planned a four-way attack on the French. None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later. British operations in 1755, 1756 and 1757 in the frontier areas of Pennsylvania and New York all failed, due to a combination of poor management, internal divisions, and effective Canadian scouts, French regular forces, and Indian warrior allies. In 1755, the British captured Fort Beauséjour on the border separating Nova Scotia from Acadia; soon afterward they ordered the expulsion of the Acadians. Orders for the deportation were given by William Shirley, Commander-in-Chief, North America, without direction from Great Britain. The Acadians, both those captured in arms and those who had sworn the loyalty oath to His Britannic Majesty, were expelled. Native Americans were likewise driven off their land to make way for settlers from New England.",When did colonial governors meet with General Edward Braddock about attack on the french ?,In 1755.,When did colonial governors meet with General Edward Braddock about onslaught on the French ?,The text does not provide a specific date for when the colonial governors met with General Edward Braddock about the attack on the French.,"['1755', '1755', '1755', '1755', '1755']",1,0,5,1755|1755|1755|1755|1755,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1755
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","[""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer.""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Wilson,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Wilson's geographer
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","[""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer.""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Wilson|Wilson,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Wilson's geographer
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","[""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer.""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Wilson|Wilson|Wilson,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Wilson's geographer
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","[""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer.""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,Wilson|Wilson|Wilson|Wilson,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Wilson's geographer
"One key figure in the plans for what would come to be known as American Empire, was a geographer named Isiah Bowman. Bowman was the director of the American Geographical Society in 1914. Three years later in 1917, he was appointed to then President Woodrow Wilson's inquiry in 1917. The inquiry was the idea of President Wilson and the American delegation from the Paris Peace Conference. The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order. As a result of his role in the inquiry, Isiah Bowman would come to be known as Wilson's geographer. ","What was Isiah Bowman nick name , as known by the public .",Isiah Bowman was known as Wilson's geographer.,"What was Isiah Bowman nick name , as recognized by the public .","As recognized by the public, Isiah Bowman did not have a specific nickname mentioned in the text.","[""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer"", ""Wilson's geographer.""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,Wilson|Wilson|Wilson|Wilson|Wilson,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Wilson's geographer.
"Jacksonville is the most populous city in Florida, and the twelfth most populous city in the United States. As of 2010[update], there were 821,784 people and 366,273 households in the city. Jacksonville has the country's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census. Much of Jacksonville's Filipino community served in or has ties to the United States Navy.",What ethnic group located in Jacksonville is ranked tenth largest ?,The Arab population is ranked tenth largest in Jacksonville.,What cultural group is ranked tenth largest ?,The Arab cultural group is ranked tenth largest in Jacksonville.,"['Arab', 'Arab', 'Arab']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Arab,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Arab
